text,label
I need to know how much it costs to transfer funds.,64
"Do ATM cash withdrawals carry a charge now? They've been free in the past, but all of a sudden I have to pay to make ATM withdrawals?",19
Am I able to stop a transfer?,8
I would like to know how I can verify my Identity.,69
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,26
Is there a limit on how much I can top up?,60
Why hasn't a transaction I did to my friend arrived yet?,66
Can I use my card to withdraw from my account?,3
The expiration date on my card is coming up,9
Is exchanging currencies one of your app services?,33
I am not happy with your company. Please delete my account asap.,55
places i can use the card,10
Where can money withdrawals be made?,3
Why isn't my disposable virtual card working?,72
I had to pay a pound more than I anticipated!,34
Where can my card be used?,10
For some reason my card payment didn't work,25
The ATM won't give back my card,18
What should I do if my physical card isn't working?,14
How can I tell if my card payment is reverted?,53
"Why does my transfer say ""pending""?",48
"There is a pending transaction on my account, what does this mean?",45
I need to find the card I received in the app.,13
Something is wrong with my passcode,44
What should I do if I think someone is using my card.,22
How long does the cash withdrawal take to pend?,46
"I found my card in my jacket this morning, so can I reactivate it?",13
Does a discount apply if I exchange currencies frequently?,31
I thought it was free to make a withdrawal. So how much does it cost now?,19
I was unable to transfer money from my account.,35
Which ATM's accept my card?,3
The ATM won't give me my card back. I need it back now!,18
I need to know which flat currencies are supported by you.,36
"After a transfer, I see an extra fee.  Why?",64
Does the fee for exchange change?,17
Can I choose whether I receive a Visa or a Mastercard card?,73
can i get a card if i live in the US?,24
What do I need for the identity verification?,69
Mastercard is my preferred company.,73
can you tell me what cards and currencies you take?,54
I am still waiting for a transaction to be completed,66
How can I receive my salary in another currency?,50
i live in the US can i still get a card?,24
In my account I noticed my ATM withdrawal is still pending,46
Why did I not get the amount of money I requested?,75
I was not distributed all of cash that I requested,75
Why is my payment declined? It looked like everything worked ok and my account was fine.,25
are there any exchange fees,31
Will filling stations accept my card?,10
I put money in my account a week ago but its still not there?? What happened to my money?,6
There is a fraudulent charge on my statement.,16
"In the app, where do I find my card PIN?",38
What currencies are accepted to add money?,54
Are the funds I requested from a merchant a few days ago in my account? I do not see them.,51
What currencies can be used for top up?,54
What's the limit on automatic top-up?,4
"Hi, I am calling about a recent transaction that has happened on my account.  I recently went to the ATM, and tried to make a withdrawal on my account.  I just happened to check my transaction slip and noticed a fee for my withdrawal.  How can I resolve this, I didn't know fees were charged for this type of action.",19
Will I be charged for receiving the money?,56
How can i check if my card is working?,14
I need to urgently transfer something from China. How long will it approximately take?,67
Can I resent my passcode?,44
I am locked out from entering my pin.,49
I do not recognise the card payment.,16
Why was a charged a fee for using the card?,15
Is there a top-up fee if you add money in USD?,57
What do i do if the exchange rate was wrong for the item i bought overseas?,17
Can I verify a top up?,71
How come my disposable virtual card used to pay for a gym subscription got rejected?,72
Why was I charged a fee for debit or credit card payment?,15
I swear that there are 2 payments on the app that I didn't make.  Could my card me stolen?  Please advise what I should do.,16
